Date,Weekday
11-23-1983,wed
11-24-1983,thu
11-25-1983,fri
11-26-1983,sat
11-27-1983,sun
11-28-1983,mon
11-29-1983,tue
11-30-1983,wed
12-1-1983,thu
12-2-1983,fri
12-3-1983,sat
12-4-1983,sun
12-5-1983,mon
12-6-1983,tue
12-7-1983,wed
12-8-1983,thu
12-9-1983,fri
12-10-1983,sat
12-11-1983,sun
12-12-1983,mon
12-13-1983,tue
12-14-1983,wed
12-15-1983,thu
12-16-1983,fri
12-17-1983,sat
12-18-1983,sun
12-19-1983,mon
12-20-1983,tue
12-21-1983,wed
12-22-1983,thu
12-23-1983,fri
12-24-1983,sat
12-25-1983,sun
12-26-1983,mon
12-27-1983,tue
12-28-1983,wed
12-29-1983,thu
12-30-1983,fri
12-31-1983,sat
1-1-1984,sun
1-2-1984,mon
1-3-1984,tue
1-4-1984,wed
1-5-1984,thu
1-6-1984,fri
1-7-1984,sat
1-8-1984,sun
1-9-1984,mon
1-10-1984,tue
1-11-1984,wed
1-12-1984,thu
1-13-1984,fri
1-14-1984,sat
1-15-1984,sun
1-16-1984,mon
1-17-1984,tue
1-18-1984,wed
1-19-1984,thu
1-20-1984,fri
1-21-1984,sat
1-22-1984,sun
1-23-1984,mon
1-24-1984,tue
1-25-1984,wed
1-26-1984,thu
1-27-1984,fri
1-28-1984,sat
1-29-1984,sun
1-30-1984,mon
1-31-1984,tue
2-1-1984,wed
2-2-1984,thu
2-3-1984,fri
2-4-1984,sat
2-5-1984,sun
2-6-1984,mon
2-7-1984,tue
2-8-1984,wed
2-9-1984,thu
2-10-1984,fri
2-11-1984,sat
2-12-1984,sun
2-13-1984,mon
2-14-1984,tue
2-15-1984,wed
2-16-1984,thu
2-17-1984,fri
2-18-1984,sat
2-19-1984,sun
2-20-1984,mon
2-21-1984,tue
2-22-1984,wed
2-23-1984,thu
2-24-1984,fri
2-25-1984,sat
2-26-1984,sun
2-27-1984,mon
2-28-1984,tue
2-29-1984,wed
3-1-1984,thu
3-2-1984,fri
3-3-1984,sat
3-4-1984,sun
3-5-1984,mon
3-6-1984,tue
3-7-1984,wed
3-8-1984,thu
3-9-1984,fri
3-10-1984,sat
3-11-1984,sun
3-12-1984,mon
3-13-1984,tue
3-14-1984,wed
3-15-1984,thu
3-16-1984,fri
3-17-1984,sat
3-18-1984,sun
3-19-1984,mon
3-20-1984,tue
3-21-1984,wed
3-22-1984,thu
3-23-1984,fri
3-24-1984,sat
3-25-1984,sun
3-26-1984,mon
3-27-1984,tue
3-28-1984,wed
3-29-1984,thu
3-30-1984,fri
3-31-1984,sat
4-1-1984,sun
4-2-1984,mon
4-3-1984,tue
4-4-1984,wed
4-5-1984,thu
4-6-1984,fri
4-7-1984,sat
4-8-1984,sun
4-9-1984,mon
4-10-1984,tue
4-11-1984,wed
4-12-1984,thu
4-13-1984,fri
4-14-1984,sat
4-15-1984,sun
4-16-1984,mon
4-17-1984,tue
4-18-1984,wed
4-19-1984,thu
4-20-1984,fri
4-21-1984,sat
4-22-1984,sun
4-23-1984,mon
4-24-1984,tue
4-25-1984,wed
4-26-1984,thu
4-27-1984,fri
4-28-1984,sat
4-29-1984,sun
4-30-1984,mon
5-1-1984,tue
5-2-1984,wed
5-3-1984,thu
5-4-1984,fri
5-5-1984,sat
5-6-1984,sun
5-7-1984,mon
5-8-1984,tue
5-9-1984,wed
5-10-1984,thu
5-11-1984,fri
5-12-1984,sat
5-13-1984,sun
5-14-1984,mon
5-15-1984,tue
5-16-1984,wed
5-17-1984,thu
5-18-1984,fri
5-19-1984,sat
5-20-1984,sun
5-21-1984,mon
5-22-1984,tue
5-23-1984,wed
5-24-1984,thu
5-25-1984,fri
5-26-1984,sat
5-27-1984,sun
5-28-1984,mon
5-29-1984,tue
5-30-1984,wed
5-31-1984,thu
6-1-1984,fri
6-2-1984,sat
6-3-1984,sun
6-4-1984,mon
6-5-1984,tue
6-6-1984,wed
6-7-1984,thu
6-8-1984,fri
6-9-1984,sat
6-10-1984,sun
6-11-1984,mon
6-12-1984,tue
6-13-1984,wed
6-14-1984,thu
6-15-1984,fri
6-16-1984,sat
6-17-1984,sun
6-18-1984,mon
6-19-1984,tue
6-20-1984,wed
6-21-1984,thu
6-22-1984,fri
6-23-1984,sat
6-24-1984,sun
6-25-1984,mon
6-26-1984,tue
6-27-1984,wed
6-28-1984,thu
6-29-1984,fri
6-30-1984,sat
7-1-1984,sun
7-2-1984,mon
7-3-1984,tue
7-4-1984,wed
7-5-1984,thu
7-6-1984,fri
7-7-1984,sat
7-8-1984,sun
7-9-1984,mon
7-10-1984,tue
7-11-1984,wed
7-12-1984,thu
7-13-1984,fri
7-14-1984,sat
7-15-1984,sun
7-16-1984,mon
7-17-1984,tue
7-18-1984,wed
7-19-1984,thu
7-20-1984,fri
7-21-1984,sat
7-22-1984,sun
7-23-1984,mon
7-24-1984,tue
7-25-1984,wed
7-26-1984,thu
7-27-1984,fri
7-28-1984,sat
7-29-1984,sun
7-30-1984,mon
7-31-1984,tue
8-1-1984,wed
8-2-1984,thu
8-3-1984,fri
8-4-1984,sat
8-5-1984,sun
8-6-1984,mon
8-7-1984,tue
8-8-1984,wed
8-9-1984,thu
8-10-1984,fri
8-11-1984,sat
8-12-1984,sun
8-13-1984,mon
8-14-1984,tue
8-15-1984,wed
8-16-1984,thu
8-17-1984,fri
8-18-1984,sat
8-19-1984,sun
8-20-1984,mon
8-21-1984,tue
8-22-1984,wed
8-23-1984,thu
8-24-1984,fri
8-25-1984,sat
8-26-1984,sun
8-27-1984,mon
8-28-1984,tue
8-29-1984,wed
8-30-1984,thu
8-31-1984,fri
9-1-1984,sat
9-2-1984,sun
9-3-1984,mon
9-4-1984,tue
9-5-1984,wed
9-6-1984,thu
9-7-1984,fri
9-8-1984,sat
9-9-1984,sun
9-10-1984,mon
9-11-1984,tue
9-12-1984,wed
9-13-1984,thu
9-14-1984,fri
9-15-1984,sat
9-16-1984,sun
9-17-1984,mon
9-18-1984,tue
9-19-1984,wed
9-20-1984,thu
9-21-1984,fri
9-22-1984,sat
9-23-1984,sun
9-24-1984,mon
9-25-1984,tue
9-26-1984,wed
9-27-1984,thu
9-28-1984,fri
9-29-1984,sat
9-30-1984,sun
10-1-1984,mon
10-2-1984,tue
10-3-1984,wed
10-4-1984,thu
10-5-1984,fri
10-6-1984,sat
10-7-1984,sun
10-8-1984,mon
10-9-1984,tue
10-10-1984,wed
10-11-1984,thu
10-12-1984,fri
10-13-1984,sat
10-14-1984,sun
10-15-1984,mon
10-16-1984,tue
10-17-1984,wed
10-18-1984,thu
10-19-1984,fri
10-20-1984,sat
10-21-1984,sun
10-22-1984,mon
10-23-1984,tue
10-24-1984,wed
10-25-1984,thu
10-26-1984,fri
10-27-1984,sat
10-28-1984,sun
10-29-1984,mon
10-30-1984,tue
10-31-1984,wed
11-1-1984,thu
11-2-1984,fri
11-3-1984,sat
11-4-1984,sun
11-5-1984,mon
11-6-1984,tue
11-7-1984,wed
11-8-1984,thu
11-9-1984,fri
11-10-1984,sat
11-11-1984,sun
11-12-1984,mon
11-13-1984,tue
11-14-1984,wed
11-15-1984,thu
11-16-1984,fri
11-17-1984,sat
11-18-1984,sun
11-19-1984,mon
11-20-1984,tue
11-21-1984,wed
11-22-1984,thu
11-23-1984,fri
11-24-1984,sat
11-25-1984,sun
11-26-1984,mon
11-27-1984,tue
11-28-1984,wed
11-29-1984,thu
11-30-1984,fri
12-1-1984,sat
12-2-1984,sun
12-3-1984,mon
12-4-1984,tue
12-5-1984,wed
12-6-1984,thu
12-7-1984,fri
12-8-1984,sat
12-9-1984,sun
12-10-1984,mon
12-11-1984,tue
12-12-1984,wed
12-13-1984,thu
12-14-1984,fri
12-15-1984,sat
12-16-1984,sun
12-17-1984,mon
12-18-1984,tue
12-19-1984,wed
12-20-1984,thu
12-21-1984,fri
12-22-1984,sat
12-23-1984,sun
12-24-1984,mon
12-25-1984,tue
12-26-1984,wed
12-27-1984,thu
12-28-1984,fri
12-29-1984,sat
12-30-1984,sun
12-31-1984,mon
1-1-1985,tue
1-2-1985,wed
1-3-1985,thu
1-4-1985,fri
1-5-1985,sat
1-6-1985,sun
1-7-1985,mon
1-8-1985,tue
1-9-1985,wed
1-10-1985,thu
1-11-1985,fri
1-12-1985,sat
1-13-1985,sun
1-14-1985,mon
1-15-1985,tue
1-16-1985,wed
1-17-1985,thu
1-18-1985,fri
1-19-1985,sat
1-20-1985,sun
1-21-1985,mon
1-22-1985,tue
1-23-1985,wed
1-24-1985,thu
1-25-1985,fri
1-26-1985,sat
1-27-1985,sun
1-28-1985,mon
1-29-1985,tue
1-30-1985,wed
1-31-1985,thu
2-1-1985,fri
2-2-1985,sat
2-3-1985,sun
2-4-1985,mon
2-5-1985,tue
2-6-1985,wed
2-7-1985,thu
2-8-1985,fri
2-9-1985,sat
2-10-1985,sun
2-11-1985,mon
2-12-1985,tue
2-13-1985,wed
2-14-1985,thu
2-15-1985,fri
2-16-1985,sat
2-17-1985,sun
2-18-1985,mon
2-19-1985,tue
2-20-1985,wed
2-21-1985,thu
2-22-1985,fri
2-23-1985,sat
2-24-1985,sun
2-25-1985,mon
2-26-1985,tue
2-27-1985,wed
2-28-1985,thu
3-1-1985,fri
3-2-1985,sat
3-3-1985,sun
3-4-1985,mon
3-5-1985,tue
3-6-1985,wed
3-7-1985,thu
3-8-1985,fri
3-9-1985,sat
3-10-1985,sun
3-11-1985,mon
3-12-1985,tue
3-13-1985,wed
3-14-1985,thu
3-15-1985,fri
3-16-1985,sat
3-17-1985,sun
3-18-1985,mon
3-19-1985,tue
3-20-1985,wed
3-21-1985,thu
3-22-1985,fri
3-23-1985,sat
3-24-1985,sun
3-25-1985,mon
3-26-1985,tue
3-27-1985,wed
3-28-1985,thu
3-29-1985,fri
3-30-1985,sat
3-31-1985,sun
4-1-1985,mon
4-2-1985,tue
4-3-1985,wed
4-4-1985,thu
4-5-1985,fri
4-6-1985,sat
4-7-1985,sun
4-8-1985,mon
4-9-1985,tue
4-10-1985,wed
4-11-1985,thu
4-12-1985,fri
4-13-1985,sat
4-14-1985,sun
4-15-1985,mon
4-16-1985,tue
4-17-1985,wed
4-18-1985,thu
4-19-1985,fri
4-20-1985,sat
4-21-1985,sun
4-22-1985,mon
4-23-1985,tue
4-24-1985,wed
4-25-1985,thu
4-26-1985,fri
4-27-1985,sat
4-28-1985,sun
4-29-1985,mon
4-30-1985,tue
5-1-1985,wed
5-2-1985,thu
5-3-1985,fri
5-4-1985,sat
5-5-1985,sun
5-6-1985,mon
5-7-1985,tue
5-8-1985,wed
5-9-1985,thu
5-10-1985,fri
5-11-1985,sat
5-12-1985,sun
5-13-1985,mon
5-14-1985,tue
5-15-1985,wed
5-16-1985,thu
5-17-1985,fri
5-18-1985,sat
5-19-1985,sun
5-20-1985,mon
5-21-1985,tue
5-22-1985,wed
5-23-1985,thu
5-24-1985,fri
5-25-1985,sat
5-26-1985,sun
5-27-1985,mon
5-28-1985,tue
5-29-1985,wed
5-30-1985,thu
5-31-1985,fri
6-1-1985,sat
6-2-1985,sun
6-3-1985,mon
6-4-1985,tue
6-5-1985,wed
6-6-1985,thu
6-7-1985,fri
6-8-1985,sat
6-9-1985,sun
6-10-1985,mon
6-11-1985,tue
6-12-1985,wed
6-13-1985,thu
6-14-1985,fri
6-15-1985,sat
6-16-1985,sun
6-17-1985,mon
6-18-1985,tue
6-19-1985,wed
6-20-1985,thu
6-21-1985,fri
6-22-1985,sat
6-23-1985,sun
6-24-1985,mon
6-25-1985,tue
6-26-1985,wed
6-27-1985,thu
6-28-1985,fri
6-29-1985,sat
6-30-1985,sun
7-1-1985,mon
7-2-1985,tue
7-3-1985,wed
7-4-1985,thu
7-5-1985,fri
7-6-1985,sat
7-7-1985,sun
7-8-1985,mon
7-9-1985,tue
7-10-1985,wed
7-11-1985,thu
7-12-1985,fri
7-13-1985,sat
7-14-1985,sun
7-15-1985,mon
7-16-1985,tue
7-17-1985,wed
7-18-1985,thu
7-19-1985,fri
7-20-1985,sat
7-21-1985,sun
7-22-1985,mon
7-23-1985,tue
7-24-1985,wed
7-25-1985,thu
7-26-1985,fri
7-27-1985,sat
7-28-1985,sun
7-29-1985,mon
7-30-1985,tue
7-31-1985,wed
8-1-1985,thu
8-2-1985,fri
8-3-1985,sat
8-4-1985,sun
8-5-1985,mon
8-6-1985,tue
8-7-1985,wed
8-8-1985,thu
8-9-1985,fri
8-10-1985,sat
8-11-1985,sun
8-12-1985,mon
8-13-1985,tue
8-14-1985,wed
8-15-1985,thu
8-16-1985,fri
8-17-1985,sat
8-18-1985,sun
8-19-1985,mon
8-20-1985,tue
8-21-1985,wed
8-22-1985,thu
8-23-1985,fri
8-24-1985,sat
8-25-1985,sun
8-26-1985,mon
8-27-1985,tue
8-28-1985,wed
8-29-1985,thu
8-30-1985,fri
8-31-1985,sat
9-1-1985,sun
9-2-1985,mon
9-3-1985,tue
9-4-1985,wed
9-5-1985,thu
9-6-1985,fri
9-7-1985,sat
9-8-1985,sun
9-9-1985,mon
9-10-1985,tue
9-11-1985,wed
9-12-1985,thu
9-13-1985,fri
9-14-1985,sat
9-15-1985,sun
9-16-1985,mon
9-17-1985,tue
9-18-1985,wed
9-19-1985,thu
9-20-1985,fri
9-21-1985,sat
9-22-1985,sun
9-23-1985,mon
9-24-1985,tue
9-25-1985,wed
9-26-1985,thu
9-27-1985,fri
9-28-1985,sat
9-29-1985,sun
9-30-1985,mon
10-1-1985,tue
10-2-1985,wed
10-3-1985,thu
10-4-1985,fri
10-5-1985,sat
10-6-1985,sun
10-7-1985,mon
10-8-1985,tue
10-9-1985,wed
10-10-1985,thu
10-11-1985,fri
10-12-1985,sat
10-13-1985,sun
10-14-1985,mon
10-15-1985,tue
10-16-1985,wed
10-17-1985,thu
10-18-1985,fri
10-19-1985,sat
10-20-1985,sun
10-21-1985,mon
10-22-1985,tue
10-23-1985,wed
10-24-1985,thu
10-25-1985,fri
10-26-1985,sat
10-27-1985,sun
10-28-1985,mon
10-29-1985,tue
10-30-1985,wed
10-31-1985,thu
11-1-1985,fri
11-2-1985,sat
11-3-1985,sun
11-4-1985,mon
11-5-1985,tue
11-6-1985,wed
11-7-1985,thu
11-8-1985,fri
11-9-1985,sat
11-10-1985,sun
11-11-1985,mon
11-12-1985,tue
11-13-1985,wed
11-14-1985,thu
11-15-1985,fri
11-16-1985,sat
11-17-1985,sun
11-18-1985,mon
11-19-1985,tue
11-20-1985,wed
11-21-1985,thu
11-22-1985,fri
11-23-1985,sat
11-24-1985,sun
11-25-1985,mon
11-26-1985,tue
11-27-1985,wed
11-28-1985,thu
11-29-1985,fri
11-30-1985,sat
12-1-1985,sun
12-2-1985,mon
12-3-1985,tue
12-4-1985,wed
12-5-1985,thu
12-6-1985,fri
12-7-1985,sat
12-8-1985,sun
12-9-1985,mon
12-10-1985,tue
12-11-1985,wed
12-12-1985,thu
12-13-1985,fri
12-14-1985,sat
12-15-1985,sun
12-16-1985,mon
12-17-1985,tue
12-18-1985,wed
12-19-1985,thu
12-20-1985,fri
12-21-1985,sat
12-22-1985,sun
12-23-1985,mon
12-24-1985,tue
12-25-1985,wed
12-26-1985,thu
12-27-1985,fri
12-28-1985,sat
12-29-1985,sun
12-30-1985,mon
12-31-1985,tue
1-1-1986,wed
1-2-1986,thu
1-3-1986,fri
1-4-1986,sat
1-5-1986,sun
1-6-1986,mon
1-7-1986,tue
1-8-1986,wed
1-9-1986,thu
1-10-1986,fri
1-11-1986,sat
1-12-1986,sun
1-13-1986,mon
1-14-1986,tue
1-15-1986,wed
1-16-1986,thu
1-17-1986,fri
1-18-1986,sat
1-19-1986,sun
1-20-1986,mon
1-21-1986,tue
1-22-1986,wed
1-23-1986,thu
1-24-1986,fri
1-25-1986,sat
1-26-1986,sun
1-27-1986,mon
1-28-1986,tue
1-29-1986,wed
1-30-1986,thu
1-31-1986,fri
2-1-1986,sat
2-2-1986,sun
2-3-1986,mon
2-4-1986,tue
2-5-1986,wed
2-6-1986,thu
2-7-1986,fri
2-8-1986,sat
2-9-1986,sun
2-10-1986,mon
2-11-1986,tue
2-12-1986,wed
2-13-1986,thu
2-14-1986,fri
2-15-1986,sat
2-16-1986,sun
2-17-1986,mon
2-18-1986,tue
2-19-1986,wed
2-20-1986,thu
2-21-1986,fri
2-22-1986,sat
2-23-1986,sun
2-24-1986,mon
2-25-1986,tue
2-26-1986,wed
2-27-1986,thu
2-28-1986,fri
3-1-1986,sat
3-2-1986,sun
3-3-1986,mon
3-4-1986,tue
3-5-1986,wed
3-6-1986,thu
3-7-1986,fri
3-8-1986,sat
3-9-1986,sun
3-10-1986,mon
3-11-1986,tue
3-12-1986,wed
3-13-1986,thu
3-14-1986,fri
3-15-1986,sat
3-16-1986,sun
3-17-1986,mon
3-18-1986,tue
3-19-1986,wed
3-20-1986,thu
3-21-1986,fri
3-22-1986,sat
3-23-1986,sun
3-24-1986,mon
3-25-1986,tue
3-26-1986,wed
3-27-1986,thu
3-28-1986,fri
3-29-1986,sat
3-30-1986,sun
3-31-1986,mon
4-1-1986,tue
4-2-1986,wed
4-3-1986,thu
4-4-1986,fri
4-5-1986,sat
4-6-1986,sun
4-7-1986,mon
4-8-1986,tue
4-9-1986,wed
4-10-1986,thu
4-11-1986,fri
4-12-1986,sat
4-13-1986,sun
4-14-1986,mon
4-15-1986,tue
4-16-1986,wed
4-17-1986,thu
4-18-1986,fri
4-19-1986,sat
4-20-1986,sun
4-21-1986,mon
4-22-1986,tue
4-23-1986,wed
4-24-1986,thu
4-25-1986,fri
4-26-1986,sat
4-27-1986,sun
4-28-1986,mon
4-29-1986,tue
4-30-1986,wed
5-1-1986,thu
5-2-1986,fri
5-3-1986,sat
5-4-1986,sun
5-5-1986,mon
5-6-1986,tue
5-7-1986,wed
5-8-1986,thu
5-9-1986,fri
5-10-1986,sat
5-11-1986,sun
5-12-1986,mon
5-13-1986,tue
5-14-1986,wed
5-15-1986,thu
5-16-1986,fri
5-17-1986,sat
5-18-1986,sun
5-19-1986,mon
5-20-1986,tue
5-21-1986,wed
5-22-1986,thu
5-23-1986,fri
5-24-1986,sat
5-25-1986,sun
5-26-1986,mon
5-27-1986,tue
5-28-1986,wed
5-29-1986,thu
5-30-1986,fri
5-31-1986,sat
6-1-1986,sun
6-2-1986,mon
6-3-1986,tue
6-4-1986,wed
6-5-1986,thu
6-6-1986,fri
6-7-1986,sat
6-8-1986,sun
6-9-1986,mon
6-10-1986,tue
6-11-1986,wed
6-12-1986,thu
6-13-1986,fri
6-14-1986,sat
6-15-1986,sun
6-16-1986,mon
6-17-1986,tue
6-18-1986,wed
6-19-1986,thu
6-20-1986,fri
6-21-1986,sat
6-22-1986,sun
6-23-1986,mon
6-24-1986,tue
6-25-1986,wed
6-26-1986,thu
6-27-1986,fri
6-28-1986,sat
6-29-1986,sun
6-30-1986,mon
7-1-1986,tue
7-2-1986,wed
7-3-1986,thu
7-4-1986,fri
7-5-1986,sat
7-6-1986,sun
7-7-1986,mon
7-8-1986,tue
7-9-1986,wed
7-10-1986,thu
7-11-1986,fri
7-12-1986,sat
7-13-1986,sun
7-14-1986,mon
7-15-1986,tue
7-16-1986,wed
7-17-1986,thu
7-18-1986,fri
7-19-1986,sat
7-20-1986,sun
7-21-1986,mon
7-22-1986,tue
7-23-1986,wed
7-24-1986,thu
7-25-1986,fri
7-26-1986,sat
7-27-1986,sun
7-28-1986,mon
7-29-1986,tue
7-30-1986,wed
7-31-1986,thu
8-1-1986,fri
8-2-1986,sat
8-3-1986,sun
8-4-1986,mon
8-5-1986,tue
8-6-1986,wed
8-7-1986,thu
8-8-1986,fri
8-9-1986,sat
8-10-1986,sun
8-11-1986,mon
8-12-1986,tue
8-13-1986,wed
8-14-1986,thu
8-15-1986,fri
8-16-1986,sat
8-17-1986,sun
8-18-1986,mon
8-19-1986,tue
8-20-1986,wed
8-21-1986,thu
8-22-1986,fri
8-23-1986,sat
8-24-1986,sun
8-25-1986,mon
8-26-1986,tue
8-27-1986,wed
8-28-1986,thu
8-29-1986,fri
8-30-1986,sat
8-31-1986,sun
9-1-1986,mon
9-2-1986,tue
9-3-1986,wed
9-4-1986,thu
9-5-1986,fri
9-6-1986,sat
9-7-1986,sun
9-8-1986,mon
9-9-1986,tue
9-10-1986,wed
9-11-1986,thu
9-12-1986,fri
9-13-1986,sat
9-14-1986,sun
9-15-1986,mon
9-16-1986,tue
9-17-1986,wed
9-18-1986,thu
9-19-1986,fri
9-20-1986,sat
9-21-1986,sun
9-22-1986,mon
9-23-1986,tue
9-24-1986,wed
9-25-1986,thu
9-26-1986,fri
9-27-1986,sat
9-28-1986,sun
9-29-1986,mon
9-30-1986,tue
10-1-1986,wed
10-2-1986,thu
10-3-1986,fri
10-4-1986,sat
10-5-1986,sun
10-6-1986,mon
10-7-1986,tue
10-8-1986,wed
10-9-1986,thu
10-10-1986,fri
10-11-1986,sat
10-12-1986,sun
10-13-1986,mon
10-14-1986,tue
10-15-1986,wed
10-16-1986,thu
10-17-1986,fri
10-18-1986,sat
10-19-1986,sun
10-20-1986,mon
10-21-1986,tue
10-22-1986,wed
10-23-1986,thu
10-24-1986,fri
10-25-1986,sat
10-26-1986,sun
10-27-1986,mon
10-28-1986,tue
10-29-1986,wed
10-30-1986,thu
10-31-1986,fri
11-1-1986,sat
11-2-1986,sun
11-3-1986,mon
11-4-1986,tue
11-5-1986,wed
11-6-1986,thu
11-7-1986,fri
11-8-1986,sat
11-9-1986,sun
11-10-1986,mon
11-11-1986,tue
11-12-1986,wed
11-13-1986,thu
11-14-1986,fri
11-15-1986,sat
11-16-1986,sun
11-17-1986,mon
11-18-1986,tue
11-19-1986,wed
11-20-1986,thu
11-21-1986,fri
11-22-1986,sat
11-23-1986,sun
11-24-1986,mon
11-25-1986,tue
11-26-1986,wed
11-27-1986,thu
11-28-1986,fri
11-29-1986,sat
11-30-1986,sun
12-1-1986,mon
12-2-1986,tue
12-3-1986,wed
12-4-1986,thu
12-5-1986,fri
12-6-1986,sat
12-7-1986,sun
12-8-1986,mon
12-9-1986,tue
12-10-1986,wed
12-11-1986,thu
12-12-1986,fri
12-13-1986,sat
12-14-1986,sun
12-15-1986,mon
12-16-1986,tue
12-17-1986,wed
12-18-1986,thu
12-19-1986,fri
12-20-1986,sat
12-21-1986,sun
12-22-1986,mon
12-23-1986,tue
12-24-1986,wed
12-25-1986,thu
12-26-1986,fri
12-27-1986,sat
12-28-1986,sun
12-29-1986,mon
12-30-1986,tue
12-31-1986,wed
1-1-1987,thu
1-2-1987,fri
1-3-1987,sat
1-4-1987,sun
1-5-1987,mon
1-6-1987,tue
1-7-1987,wed
1-8-1987,thu
1-9-1987,fri
1-10-1987,sat
1-11-1987,sun
1-12-1987,mon
1-13-1987,tue
1-14-1987,wed
1-15-1987,thu
1-16-1987,fri
1-17-1987,sat
1-18-1987,sun
1-19-1987,mon
1-20-1987,tue
1-21-1987,wed
1-22-1987,thu
1-23-1987,fri
1-24-1987,sat
1-25-1987,sun
1-26-1987,mon
1-27-1987,tue
1-28-1987,wed
1-29-1987,thu
1-30-1987,fri
1-31-1987,sat
2-1-1987,sun
2-2-1987,mon
2-3-1987,tue
2-4-1987,wed
2-5-1987,thu
2-6-1987,fri
2-7-1987,sat
2-8-1987,sun
2-9-1987,mon
2-10-1987,tue
2-11-1987,wed
2-12-1987,thu
2-13-1987,fri
2-14-1987,sat
2-15-1987,sun
2-16-1987,mon
2-17-1987,tue
2-18-1987,wed
2-19-1987,thu
2-20-1987,fri
2-21-1987,sat
2-22-1987,sun
2-23-1987,mon
2-24-1987,tue
2-25-1987,wed
2-26-1987,thu
2-27-1987,fri
2-28-1987,sat
3-1-1987,sun
3-2-1987,mon
3-3-1987,tue
3-4-1987,wed
3-5-1987,thu
3-6-1987,fri
3-7-1987,sat
3-8-1987,sun
3-9-1987,mon
3-10-1987,tue
3-11-1987,wed
3-12-1987,thu
3-13-1987,fri
3-14-1987,sat
3-15-1987,sun
3-16-1987,mon
3-17-1987,tue
3-18-1987,wed
3-19-1987,thu
3-20-1987,fri
3-21-1987,sat
3-22-1987,sun
3-23-1987,mon
3-24-1987,tue
3-25-1987,wed
3-26-1987,thu
3-27-1987,fri
3-28-1987,sat
3-29-1987,sun
3-30-1987,mon
3-31-1987,tue
4-1-1987,wed
4-2-1987,thu
4-3-1987,fri
4-4-1987,sat
4-5-1987,sun
4-6-1987,mon
4-7-1987,tue
4-8-1987,wed
4-9-1987,thu
4-10-1987,fri
4-11-1987,sat
4-12-1987,sun
4-13-1987,mon
4-14-1987,tue
4-15-1987,wed
4-16-1987,thu
4-17-1987,fri
4-18-1987,sat
4-19-1987,sun
4-20-1987,mon
4-21-1987,tue
4-22-1987,wed
4-23-1987,thu
4-24-1987,fri
4-25-1987,sat
4-26-1987,sun
4-27-1987,mon
4-28-1987,tue
4-29-1987,wed
4-30-1987,thu
5-1-1987,fri
5-2-1987,sat
5-3-1987,sun
5-4-1987,mon
5-5-1987,tue
5-6-1987,wed
5-7-1987,thu
5-8-1987,fri
5-9-1987,sat
5-10-1987,sun
5-11-1987,mon
5-12-1987,tue
5-13-1987,wed
5-14-1987,thu
5-15-1987,fri
5-16-1987,sat
5-17-1987,sun
5-18-1987,mon
5-19-1987,tue
5-20-1987,wed
5-21-1987,thu
5-22-1987,fri
5-23-1987,sat
5-24-1987,sun
5-25-1987,mon
5-26-1987,tue
5-27-1987,wed
5-28-1987,thu
5-29-1987,fri
5-30-1987,sat
5-31-1987,sun
6-1-1987,mon
6-2-1987,tue
6-3-1987,wed
6-4-1987,thu
6-5-1987,fri
6-6-1987,sat
6-7-1987,sun
6-8-1987,mon
6-9-1987,tue
6-10-1987,wed
6-11-1987,thu
6-12-1987,fri
6-13-1987,sat
6-14-1987,sun
6-15-1987,mon
6-16-1987,tue
6-17-1987,wed
6-18-1987,thu
6-19-1987,fri
6-20-1987,sat
6-21-1987,sun
6-22-1987,mon
6-23-1987,tue
6-24-1987,wed
6-25-1987,thu
6-26-1987,fri
6-27-1987,sat
6-28-1987,sun
6-29-1987,mon
6-30-1987,tue
7-1-1987,wed
7-2-1987,thu
7-3-1987,fri
7-4-1987,sat
7-5-1987,sun
7-6-1987,mon
7-7-1987,tue
7-8-1987,wed
7-9-1987,thu
7-10-1987,fri
7-11-1987,sat
7-12-1987,sun
7-13-1987,mon
7-14-1987,tue
7-15-1987,wed
7-16-1987,thu
7-17-1987,fri
7-18-1987,sat
7-19-1987,sun
7-20-1987,mon
7-21-1987,tue
7-22-1987,wed
7-23-1987,thu
7-24-1987,fri
7-25-1987,sat
7-26-1987,sun
7-27-1987,mon
7-28-1987,tue
7-29-1987,wed
7-30-1987,thu
7-31-1987,fri
8-1-1987,sat
8-2-1987,sun
8-3-1987,mon
8-4-1987,tue
8-5-1987,wed
8-6-1987,thu
8-7-1987,fri
8-8-1987,sat
8-9-1987,sun
8-10-1987,mon
8-11-1987,tue
8-12-1987,wed
8-13-1987,thu
8-14-1987,fri
8-15-1987,sat
8-16-1987,sun
8-17-1987,mon
8-18-1987,tue
8-19-1987,wed
8-20-1987,thu
8-21-1987,fri
8-22-1987,sat
8-23-1987,sun
8-24-1987,mon
8-25-1987,tue
8-26-1987,wed
8-27-1987,thu
8-28-1987,fri
8-29-1987,sat
8-30-1987,sun
8-31-1987,mon
9-1-1987,tue
9-2-1987,wed
9-3-1987,thu
9-4-1987,fri
9-5-1987,sat
9-6-1987,sun
9-7-1987,mon
9-8-1987,tue
9-9-1987,wed
9-10-1987,thu
9-11-1987,fri
9-12-1987,sat
9-13-1987,sun
9-14-1987,mon
9-15-1987,tue
9-16-1987,wed
9-17-1987,thu
9-18-1987,fri
9-19-1987,sat
9-20-1987,sun
9-21-1987,mon
